movie_id,rating_average,rating_count,demographic
799949,2.4,102728,total
799949,2.3,73431,gender_m
799949,2.5,12105,gender_f
799949,2.0,28,age_0_17
799949,2.6,20797,age_18_29
799949,2.2,54032,age_30_44
799949,2.4,8766,age_45_99
69097,7.6,25192,total
69097,7.6,16630,gender_m
69097,7.6,3172,gender_f
69097,8.0,4,age_0_17
69097,7.7,2589,age_18_29
69097,7.6,10090,age_30_44
69097,7.6,6768,age_45_99
462200,6.9,61808,total
462200,6.9,43990,gender_m
462200,7.0,7653,gender_f
462200,5.5,2,age_0_17
462200,6.9,4011,age_18_29
462200,6.9,35770,age_30_44
462200,6.9,10986,age_45_99
1628841,5.2,170638,total
1628841,5.2,112829,gender_m
1628841,5.5,15908,gender_f
1628841,4.9,59,age_0_17
1628841,5.3,19719,age_18_29
1628841,5.2,76082,age_30_44
1628841,5.2,23062,age_45_99
3530002,6.4,68212,total
3530002,6.4,44056,gender_m
3530002,6.4,8468,gender_f
3530002,6.2,21,age_0_17
3530002,6.6,13659,age_18_29
3530002,6.3,30244,age_30_44
3530002,5.9,5830,age_45_99
86129,5.0,11319,total
86129,5.0,8002,gender_m
86129,5.2,742,gender_f
86129,4.3,3,age_0_17
86129,5.3,386,age_18_29
86129,5.1,4320,age_30_44
86129,4.9,3830,age_45_99
1365519,6.3,196474,total
1365519,6.2,117522,gender_m
1365519,6.5,22527,gender_f
1365519,6.5,135,age_0_17
1365519,6.4,33894,age_18_29
1365519,6.2,74274,age_30_44
1365519,6.3,20034,age_45_99
831888,7.6,12912,total
831888,7.5,8596,gender_m
831888,7.9,1813,gender_f
831888,8.2,4,age_0_17
831888,7.7,1980,age_18_29
831888,7.6,6915,age_30_44
831888,7.3,1320,age_45_99
98105,4.4,28688,total
98105,4.3,20372,gender_m
98105,4.8,1985,gender_f
98105,4.9,7,age_0_17
98105,5.0,2529,age_18_29
98105,4.4,15083,age_30_44
98105,3.7,4117,age_45_99
450340,6.5,29577,total
450340,6.5,22169,gender_m
450340,6.4,3072,gender_f
450340,5.7,3,age_0_17
450340,6.5,2226,age_18_29
450340,6.5,17595,age_30_44
450340,6.4,5109,age_45_99
1313104,8.4,47780,total
1313104,8.4,32617,gender_m
1313104,8.7,7961,gender_f
1313104,9.2,4,age_0_17
1313104,8.5,6181,age_18_29
1313104,8.4,27372,age_30_44
1313104,8.3,6221,age_45_99
465551,7.4,75713,total
465551,7.4,43665,gender_m
465551,7.5,19739,gender_f
465551,7.2,4,age_0_17
465551,7.5,6789,age_18_29
465551,7.4,40283,age_30_44
465551,7.4,15292,age_45_99
6644200,7.5,454907,total
6644200,7.5,235851,gender_m
6644200,7.6,59921,gender_f
6644200,7.6,497,age_0_17
6644200,7.6,88013,age_18_29
6644200,7.4,145230,age_30_44
6644200,7.3,37005,age_45_99
94072,6.6,18154,total
94072,6.5,11446,gender_m
94072,6.8,2473,gender_f
94072,5.0,2,age_0_17
94072,6.7,549,age_18_29
94072,6.6,7099,age_30_44
94072,6.5,5837,age_45_99
463998,7.6,72140,total
463998,7.4,39515,gender_m
463998,7.8,18096,gender_f
463998,7.5,27,age_0_17
463998,7.7,14809,age_18_29
463998,7.5,33043,age_30_44
463998,7.4,7821,age_45_99
808357,7.5,38315,total
808357,7.5,23964,gender_m
808357,7.7,7395,gender_f
808357,7.1,7,age_0_17
808357,7.7,2979,age_18_29
808357,7.5,20006,age_30_44
808357,7.5,7889,age_45_99
1532503,7.2,89187,total
1532503,7.1,52836,gender_m
1532503,7.3,23767,gender_f
1532503,6.6,13,age_0_17
1532503,7.4,16145,age_18_29
1532503,7.2,47114,age_30_44
1532503,6.9,11756,age_45_99
2510894,6.7,112780,total
2510894,6.6,56460,gender_m
2510894,7.0,22519,gender_f
2510894,6.4,199,age_0_17
2510894,6.8,24705,age_18_29
2510894,6.6,39761,age_30_44
2510894,6.5,8427,age_45_99
41090,7.5,19986,total
41090,7.4,11326,gender_m
41090,7.7,4144,gender_f
41090,7.8,5,age_0_17
41090,7.6,1255,age_18_29
41090,7.4,7004,age_30_44
41090,7.6,6975,age_45_99
46911,8.1,62653,total
46911,8.1,40796,gender_m
46911,8.0,6943,gender_f
46911,7.4,27,age_0_17
46911,8.1,7105,age_18_29
46911,8.1,26605,age_30_44
46911,8.1,12918,age_45_99
89961,6.3,11944,total
89961,6.0,7244,gender_m
89961,7.0,2111,gender_f
89961,7.0,1,age_0_17
89961,5.9,474,age_18_29
89961,6.4,6153,age_30_44
89961,5.6,2338,age_45_99
1197628,5.8,61394,total
1197628,5.8,47708,gender_m
1197628,5.2,4481,gender_f
1197628,6.2,8,age_0_17
1197628,5.9,6715,age_18_29
1197628,5.8,37250,age_30_44
1197628,5.3,7248,age_45_99
72251,7.7,27862,total
72251,7.7,20318,gender_m
72251,7.7,1517,gender_f
72251,7.7,3,age_0_17
72251,7.7,1696,age_18_29
72251,7.6,10336,age_30_44
72251,7.7,9429,age_45_99
808399,6.2,45181,total
808399,6.3,23683,gender_m
808399,6.2,15513,gender_f
808399,5.5,4,age_0_17
808399,6.2,6475,age_18_29
808399,6.3,27346,age_30_44
808399,6.2,4723,age_45_99
1456635,6.8,84774,total
1456635,6.8,66232,gender_m
1456635,6.7,5953,gender_f
1456635,6.8,10,age_0_17
1456635,6.9,13496,age_18_29
1456635,6.8,47254,age_30_44
1456635,6.7,8939,age_45_99
214388,5.8,20968,total
214388,5.8,14526,gender_m
214388,5.5,2488,gender_f
214388,7.0,2,age_0_17
214388,5.8,1676,age_18_29
214388,5.8,12663,age_30_44
214388,5.8,2438,age_45_99
491747,7.5,21523,total
491747,7.5,13519,gender_m
491747,7.5,4475,gender_f
491747,7.0,1,age_0_17
491747,7.6,1274,age_18_29
491747,7.5,10550,age_30_44
491747,7.6,6003,age_45_99
89092,6.9,44613,total
89092,6.9,31986,gender_m
89092,7.2,3437,gender_f
89092,5.5,2,age_0_17
89092,6.9,1252,age_18_29
89092,6.9,18450,age_30_44
89092,6.9,14782,age_45_99
111001,5.9,11764,total
111001,5.9,7314,gender_m
111001,5.9,1436,gender_f
111001,6.1,174,age_18_29
111001,5.9,3968,age_30_44
111001,5.8,4489,age_45_99
93185,7.0,17832,total
93185,7.0,13070,gender_m
93185,7.0,1067,gender_f
93185,7.1,654,age_18_29
93185,6.9,7102,age_30_44
93185,7.1,6170,age_45_99
3450650,4.4,35220,total
3450650,4.3,22210,gender_m
3450650,4.7,3557,gender_f
3450650,4.0,39,age_0_17
3450650,4.4,6733,age_18_29
3450650,4.4,12994,age_30_44
3450650,4.4,4178,age_45_99
84237,7.4,25077,total
84237,7.2,11820,gender_m
84237,7.9,7587,gender_f
84237,6.0,7,age_0_17
84237,7.2,2365,age_18_29
84237,7.5,12889,age_30_44
84237,7.1,3629,age_45_99
86320,6.3,28281,total
86320,6.2,18155,gender_m
86320,6.4,3559,gender_f
86320,7.1,19,age_0_17
86320,6.4,3420,age_18_29
86320,6.3,13329,age_30_44
86320,6.0,4359,age_45_99
323033,5.9,22539,total
323033,5.8,11174,gender_m
323033,6.1,6918,gender_f
323033,6.5,2,age_0_17
323033,6.1,2047,age_18_29
323033,5.8,11119,age_30_44
323033,5.9,4550,age_45_99
1425244,8.1,20737,total
1425244,8.1,12938,gender_m
1425244,8.5,3847,gender_f
1425244,8.0,17,age_0_17
1425244,8.2,4280,age_18_29
1425244,8.2,10146,age_30_44
1425244,8.0,1824,age_45_99
326856,4.8,30135,total
326856,4.8,21319,gender_m
326856,4.8,3124,gender_f
326856,4.1,5,age_0_17
326856,5.1,2377,age_18_29
326856,4.8,16922,age_30_44
326856,4.7,4674,age_45_99
134983,4.9,17263,total
134983,4.8,11866,gender_m
134983,5.4,1377,gender_f
134983,3.0,2,age_0_17
134983,4.5,422,age_18_29
134983,4.7,7042,age_30_44
134983,5.1,5607,age_45_99
1337072,7.4,4237,total
1337072,7.4,2394,gender_m
1337072,7.7,719,gender_f
1337072,7.6,16,age_0_17
1337072,7.4,901,age_18_29
1337072,7.4,1242,age_30_44
1337072,7.6,765,age_45_99
470705,6.1,33685,total
470705,6.1,23743,gender_m
470705,5.8,4428,gender_f
470705,5.0,3,age_0_17
470705,6.3,2134,age_18_29
470705,6.1,17963,age_30_44
470705,6.0,7668,age_45_99
295289,5.6,16805,total
295289,5.7,9961,gender_m
295289,5.4,3339,gender_f
295289,5.0,1,age_0_17
295289,5.7,1249,age_18_29
295289,5.6,8720,age_30_44
295289,5.6,3077,age_45_99
462590,6.5,112837,total
462590,6.2,47725,gender_m
462590,6.9,42631,gender_f
462590,6.6,26,age_0_17
462590,6.7,30701,age_18_29
462590,6.4,50395,age_30_44
462590,6.0,5899,age_45_99
1321969,7.4,4279,total
1321969,7.4,2425,gender_m
1321969,7.8,751,gender_f
1321969,8.3,15,age_0_17
1321969,7.3,944,age_18_29
1321969,7.4,1247,age_30_44
1321969,7.7,789,age_45_99
1979388,6.7,105922,total
1979388,6.6,60651,gender_m
1979388,6.9,17289,gender_f
1979388,6.4,129,age_0_17
1979388,6.8,21616,age_18_29
1979388,6.7,42199,age_30_44
1979388,6.7,8714,age_45_99
1667353,5.6,85368,total
1667353,5.4,37271,gender_m
1667353,5.8,33148,gender_f
1667353,5.4,36,age_0_17
1667353,5.7,15745,age_18_29
1667353,5.5,40296,age_30_44
1667353,5.7,11499,age_45_99
282209,5.0,30589,total
282209,4.9,19208,gender_m
282209,5.3,4971,gender_f
282209,6.0,1,age_0_17
282209,5.2,2528,age_18_29
282209,4.9,16217,age_30_44
282209,5.1,4979,age_45_99
62229,8.1,47177,total
62229,8.1,33868,gender_m
62229,8.0,3563,gender_f
62229,8.2,17,age_0_17
62229,8.3,6998,age_18_29
62229,8.0,21456,age_30_44
62229,7.9,8129,age_45_99
93220,5.4,10482,total
93220,5.4,7577,gender_m
93220,5.6,875,gender_f
93220,1.0,1,age_0_17
93220,5.8,384,age_18_29
93220,5.5,4875,age_30_44
93220,5.3,3004,age_45_99
102558,5.1,23121,total
102558,5.0,15648,gender_m
102558,5.4,2252,gender_f
102558,4.7,5,age_0_17
102558,4.9,704,age_18_29
102558,5.3,11302,age_30_44
102558,4.5,5415,age_45_99
52561,8.0,61597,total
52561,8.0,42562,gender_m
52561,8.0,7466,gender_f
52561,7.4,20,age_0_17
52561,8.1,7198,age_18_29
52561,8.0,26544,age_30_44
52561,8.0,15223,age_45_99
1412386,7.3,91700,total
1412386,7.2,49298,gender_m
1412386,7.5,26862,gender_f
1412386,7.2,6,age_0_17
1412386,7.2,10834,age_18_29
1412386,7.2,40709,age_30_44
1412386,7.4,21648,age_45_99
107286,6.6,15853,total
107286,6.6,11393,gender_m
107286,6.6,853,gender_f
107286,6.7,381,age_18_29
107286,6.7,7610,age_30_44
107286,6.4,3993,age_45_99
41716,7.4,16412,total
41716,7.3,9040,gender_m
41716,7.6,4004,gender_f
41716,7.8,6,age_0_17
41716,7.4,1368,age_18_29
41716,7.3,5476,age_30_44
41716,7.5,5900,age_45_99
71935,7.0,10237,total
71935,7.0,7417,gender_m
71935,7.0,684,gender_f
71935,7.0,263,age_18_29
71935,6.9,2894,age_30_44
71935,7.0,4808,age_45_99
406816,6.9,88879,total
406816,6.8,61964,gender_m
406816,7.2,12244,gender_f
406816,7.2,5,age_0_17
406816,7.2,11190,age_18_29
406816,6.9,47605,age_30_44
406816,6.6,12951,age_45_99
862846,6.8,70419,total
862846,6.8,39986,gender_m
862846,6.9,20260,gender_f
862846,6.8,6,age_0_17
862846,6.8,7387,age_18_29
862846,6.8,39759,age_30_44
862846,6.9,12143,age_45_99
179116,6.7,28523,total
179116,6.4,10403,gender_m
179116,6.9,10480,gender_f
179116,7.6,22,age_0_17
179116,6.9,4058,age_18_29
179116,6.6,12282,age_30_44
179116,6.3,4201,age_45_99
361925,5.2,12303,total
361925,5.2,8451,gender_m
361925,5.3,1192,gender_f
361925,5.0,3,age_0_17
361925,5.2,609,age_18_29
361925,5.1,5449,age_30_44
361925,5.5,3444,age_45_99
453451,6.4,118569,total
453451,6.4,79662,gender_m
453451,6.4,14361,gender_f
453451,6.9,96,age_0_17
453451,6.6,29257,age_18_29
453451,6.2,51132,age_30_44
453451,6.0,10254,age_45_99
2126355,6.1,219301,total
2126355,6.0,135309,gender_m
2126355,6.5,26363,gender_f
2126355,6.2,149,age_0_17
2126355,6.2,37598,age_18_29
2126355,6.0,85565,age_30_44
2126355,6.1,26874,age_45_99
1176740,7.0,52372,total
1176740,7.0,32040,gender_m
1176740,7.2,13168,gender_f
1176740,6.7,3,age_0_17
1176740,7.1,5173,age_18_29
1176740,7.1,31637,age_30_44
1176740,6.8,7832,age_45_99
49833,7.9,66109,total
49833,7.8,42270,gender_m
49833,8.0,7389,gender_f
49833,7.8,29,age_0_17
49833,7.9,4992,age_18_29
49833,7.8,24754,age_30_44
49833,7.9,18304,age_45_99
450345,3.7,65199,total
450345,3.7,44556,gender_m
450345,3.8,9189,gender_f
450345,2.5,14,age_0_17
450345,3.6,6995,age_18_29
450345,3.7,34462,age_30_44
450345,3.9,11238,age_45_99
2184339,5.7,208442,total
2184339,5.7,127987,gender_m
2184339,5.9,31132,gender_f
2184339,5.7,135,age_0_17
2184339,5.8,45283,age_18_29
2184339,5.7,84029,age_30_44
2184339,5.8,18769,age_45_99
74851,6.7,24736,total
74851,6.6,16285,gender_m
74851,6.8,3064,gender_f
74851,6.7,16,age_0_17
74851,6.9,2450,age_18_29
74851,6.6,9557,age_30_44
74851,6.6,6962,age_45_99
331632,5.1,51986,total
331632,4.9,29188,gender_m
331632,5.5,8351,gender_f
331632,5.8,64,age_0_17
331632,5.3,14488,age_18_29
331632,4.8,16358,age_30_44
331632,5.1,5034,age_45_99
1727388,7.4,142739,total
1727388,7.4,89682,gender_m
1727388,7.4,26372,gender_f
1727388,8.0,19,age_0_17
1727388,7.5,29064,age_18_29
1727388,7.3,64841,age_30_44
1727388,7.3,16527,age_45_99
1300851,6.3,62282,total
1300851,6.2,47549,gender_m
1300851,6.9,6047,gender_f
1300851,5.7,3,age_0_17
1300851,6.7,6999,age_18_29
1300851,6.2,38424,age_30_44
1300851,6.1,6825,age_45_99
364045,6.2,83952,total
364045,6.1,50392,gender_m
364045,6.6,16769,gender_f
364045,6.2,10,age_0_17
364045,6.5,7910,age_18_29
364045,6.2,44615,age_30_44
364045,6.1,12991,age_45_99
1599348,6.7,211308,total
1599348,6.7,153843,gender_m
1599348,6.7,20804,gender_f
1599348,6.5,27,age_0_17
1599348,6.8,30719,age_18_29
1599348,6.7,108043,age_30_44
1599348,6.8,27953,age_45_99
47472,7.4,21842,total
47472,7.1,10408,gender_m
47472,7.9,6289,gender_f
47472,9.0,1,age_0_17
47472,7.4,1755,age_18_29
47472,7.3,7648,age_30_44
47472,7.4,6804,age_45_99
192111,5.5,14024,total
192111,5.2,5944,gender_m
192111,5.8,5015,gender_f
192111,3.5,2,age_0_17
192111,5.8,1303,age_18_29
192111,5.3,7030,age_30_44
192111,5.4,2404,age_45_99
436971,8.0,9811,total
436971,8.0,7254,gender_m
436971,8.1,736,gender_f
436971,7.8,327,age_18_29
436971,8.0,5107,age_30_44
436971,8.1,2509,age_45_99
847817,7.2,7668,total
847817,7.2,5242,gender_m
847817,7.3,1224,gender_f
847817,5.5,2,age_0_17
847817,7.2,908,age_18_29
847817,7.2,4279,age_30_44
847817,7.1,1172,age_45_99
116571,5.8,8193,total
116571,5.6,4625,gender_m
116571,6.4,1773,gender_f
116571,6.3,540,age_18_29
116571,5.8,4623,age_30_44
116571,5.4,1073,age_45_99
82766,6.7,14892,total
82766,6.5,7594,gender_m
82766,7.0,3831,gender_f
82766,7.0,4,age_0_17
82766,6.5,1002,age_18_29
82766,6.7,5205,age_30_44
82766,6.7,4931,age_45_99
5462602,7.5,125470,total
5462602,7.6,74042,gender_m
5462602,7.4,19241,gender_f
5462602,7.4,46,age_0_17
5462602,7.7,24984,age_18_29
5462602,7.5,49255,age_30_44
5462602,7.4,13069,age_45_99
403358,6.4,52758,total
403358,6.4,37853,gender_m
403358,7.0,6211,gender_f
403358,6.7,6,age_0_17
403358,6.3,2827,age_18_29
403358,6.4,31382,age_30_44
403358,6.6,9376,age_45_99
27652,7.9,11540,total
27652,7.9,8143,gender_m
27652,7.9,1138,gender_f
27652,6.5,4,age_0_17
27652,8.0,869,age_18_29
27652,7.9,4392,age_30_44
27652,7.9,3890,age_45_99
89424,7.3,14649,total
89424,7.3,9325,gender_m
89424,7.7,1943,gender_f
89424,7.7,991,age_18_29
89424,7.3,4812,age_30_44
89424,7.3,5247,age_45_99
176269,4.2,28218,total
176269,4.2,21748,gender_m
176269,4.5,1445,gender_f
176269,5.5,2,age_0_17
176269,4.8,1668,age_18_29
176269,4.1,16655,age_30_44
176269,4.0,4406,age_45_99
83550,5.5,10641,total
83550,5.5,7044,gender_m
83550,5.5,1279,gender_f
83550,4.5,2,age_0_17
83550,5.5,650,age_18_29
83550,5.6,4332,age_30_44
83550,5.4,3165,age_45_99
1189073,7.6,143049,total
1189073,7.6,85923,gender_m
1189073,7.8,31557,gender_f
1189073,7.7,32,age_0_17
1189073,7.8,23906,age_18_29
1189073,7.6,73899,age_30_44
1189073,7.3,16203,age_45_99
1109624,7.2,102943,total
1109624,7.2,58385,gender_m
1109624,7.4,17797,gender_f
1109624,7.5,131,age_0_17
1109624,7.4,20823,age_18_29
1109624,7.1,38378,age_30_44
1109624,7.2,11840,age_45_99
44121,7.1,26578,total
44121,7.1,18791,gender_m
44121,7.1,1776,gender_f
44121,7.4,6,age_0_17
44121,6.9,1814,age_18_29
44121,6.9,9072,age_30_44
44121,7.4,9281,age_45_99
260991,7.8,27630,total
260991,7.8,19991,gender_m
260991,7.9,1878,gender_f
260991,7.2,9,age_0_17
260991,7.9,3133,age_18_29
260991,7.8,14488,age_30_44
260991,7.5,3722,age_45_99
243493,7.0,16874,total
243493,7.0,10590,gender_m
243493,7.2,2687,gender_f
243493,6.9,1004,age_18_29
243493,7.0,7549,age_30_44
243493,7.2,4584,age_45_99
1489889,6.3,165811,total
1489889,6.3,96469,gender_m
1489889,6.5,19052,gender_f
1489889,6.4,154,age_0_17
1489889,6.4,33076,age_18_29
1489889,6.2,58173,age_30_44
1489889,6.3,14564,age_45_99
250305,5.2,13635,total
250305,5.2,8970,gender_m
250305,5.4,1657,gender_f
250305,5.3,6,age_0_17
250305,5.3,1688,age_18_29
250305,5.1,6086,age_30_44
250305,5.3,2667,age_45_99
75824,7.9,21408,total
75824,7.9,14303,gender_m
75824,7.9,2742,gender_f
75824,7.6,8,age_0_17
75824,8.0,2480,age_18_29
75824,7.9,9568,age_30_44
75824,7.8,4682,age_45_99
805570,6.0,61295,total
805570,6.1,43639,gender_m
805570,5.8,7956,gender_f
805570,6.0,10,age_0_17
805570,5.9,7134,age_18_29
805570,6.1,34521,age_30_44
805570,6.1,8774,age_45_99
86325,3.5,8228,total
86325,3.4,5831,gender_m
86325,3.9,503,gender_f
86325,4.7,3,age_0_17
86325,3.6,292,age_18_29
86325,3.6,2604,age_30_44
86325,3.3,3278,age_45_99
245238,6.9,20311,total
245238,6.7,8262,gender_m
245238,7.1,7530,gender_f
245238,6.8,4,age_0_17
245238,6.9,2455,age_18_29
245238,6.9,9874,age_30_44
245238,6.8,3284,age_45_99
1212450,7.3,232307,total
1212450,7.2,161025,gender_m
1212450,7.4,27376,gender_f
1212450,6.7,32,age_0_17
1212450,7.4,41542,age_18_29
1212450,7.2,112459,age_30_44
1212450,7.1,23744,age_45_99
125971,6.4,8564,total
125971,6.4,5448,gender_m
125971,6.2,975,gender_f
125971,4.5,2,age_0_17
125971,6.1,171,age_18_29
125971,6.4,3999,age_30_44
125971,6.3,2155,age_45_99
368709,6.4,68357,total
368709,6.4,33930,gender_m
368709,6.3,22373,gender_f
368709,6.6,5,age_0_17
368709,6.5,6896,age_18_29
368709,6.3,37825,age_30_44
368709,6.4,10563,age_45_99
1673434,5.5,236069,total
1673434,5.0,100520,gender_m
1673434,6.3,80186,gender_f
1673434,6.0,109,age_0_17
1673434,5.5,61123,age_18_29
1673434,5.3,89840,age_30_44
1673434,5.6,17667,age_45_99
388125,6.4,60136,total
388125,6.4,24933,gender_m
388125,6.5,24346,gender_f
388125,6.6,5,age_0_17
388125,6.3,7358,age_18_29
388125,6.4,30674,age_30_44
388125,6.7,10279,age_45_99
331811,7.2,45813,total
331811,7.2,32779,gender_m
331811,7.1,5289,gender_f
331811,8.0,1,age_0_17
331811,7.2,3574,age_18_29
331811,7.2,26033,age_30_44
331811,7.1,7849,age_45_99
99528,6.4,27177,total
99528,6.4,18649,gender_m
99528,6.3,2476,gender_f
99528,7.1,13,age_0_17
99528,6.6,2019,age_18_29
99528,6.3,11562,age_30_44
99528,6.4,7015,age_45_99
76009,3.8,22751,total
76009,3.8,15337,gender_m
76009,3.9,2142,gender_f
76009,2.9,12,age_0_17
76009,3.5,1760,age_18_29
76009,3.7,9303,age_30_44
76009,4.0,6012,age_45_99
383694,7.6,24460,total
383694,7.6,14761,gender_m
383694,7.7,4813,gender_f
383694,10.0,1,age_0_17
383694,7.7,1576,age_18_29
383694,7.6,10816,age_30_44
383694,7.7,6922,age_45_99
988047,7.0,56227,total
988047,7.0,45131,gender_m
988047,7.0,3378,gender_f
988047,6.8,5,age_0_17
988047,6.9,3675,age_18_29
988047,7.0,33518,age_30_44
988047,7.0,10595,age_45_99
905372,6.2,124433,total
905372,6.2,92103,gender_m
905372,6.1,11843,gender_f
905372,5.3,34,age_0_17
905372,6.1,16133,age_18_29
905372,6.2,64437,age_30_44
905372,6.4,20429,age_45_99
95889,4.7,17376,total
95889,4.6,11257,gender_m
95889,5.0,2289,gender_f
95889,5.5,5,age_0_17
95889,4.7,919,age_18_29
95889,4.8,7798,age_30_44
95889,4.4,4433,age_45_99
83946,8.1,32622,total
83946,8.1,23401,gender_m
83946,7.9,2390,gender_f
83946,8.1,11,age_0_17
83946,8.2,3627,age_18_29
83946,8.1,14303,age_30_44
83946,8.0,7363,age_45_99
808279,6.6,92630,total
808279,6.5,59728,gender_m
808279,6.6,15791,gender_f
808279,7.3,31,age_0_17
808279,6.8,14351,age_18_29
808279,6.5,48752,age_30_44
808279,6.2,10562,age_45_99
59885,7.1,13042,total
59885,7.1,9713,gender_m
59885,7.1,653,gender_f
59885,7.0,2,age_0_17
59885,7.3,565,age_18_29
59885,7.1,3813,age_30_44
59885,7.1,5765,age_45_99
2567026,6.2,97784,total
2567026,6.0,44616,gender_m
2567026,6.6,22076,gender_f
2567026,6.2,131,age_0_17
2567026,6.3,19934,age_18_29
2567026,6.1,32995,age_30_44
2567026,6.2,8646,age_45_99
109842,7.6,12459,total
109842,7.5,8628,gender_m
109842,7.7,917,gender_f
109842,7.2,5,age_0_17
109842,7.6,768,age_18_29
109842,7.6,5921,age_30_44
109842,7.4,2635,age_45_99
99253,5.9,46750,total
99253,5.8,30599,gender_m
99253,5.8,5447,gender_f
99253,6.2,45,age_0_17
99253,6.0,6721,age_18_29
99253,5.8,23056,age_30_44
99253,5.3,4982,age_45_99
48977,7.5,13343,total
48977,7.3,7383,gender_m
48977,7.9,3202,gender_f
48977,7.5,2,age_0_17
48977,7.5,831,age_18_29
48977,7.4,4887,age_30_44
48977,7.5,4651,age_45_99
3062096,6.2,164676,total
3062096,6.1,99723,gender_m
3062096,6.3,21008,gender_f
3062096,5.8,64,age_0_17
3062096,6.3,29764,age_18_29
3062096,6.1,63709,age_30_44
3062096,6.1,18665,age_45_99
1242460,7.5,142409,total
1242460,7.4,77783,gender_m
1242460,7.7,36696,gender_f
1242460,8.0,49,age_0_17
1242460,7.7,29206,age_18_29
1242460,7.5,65973,age_30_44
1242460,7.3,15414,age_45_99
3731562,6.6,292705,total
3731562,6.6,178509,gender_m
3731562,6.7,25527,gender_f
3731562,6.8,280,age_0_17
3731562,6.7,51803,age_18_29
3731562,6.6,105383,age_30_44
3731562,6.6,29737,age_45_99
2763304,7.2,116869,total
2763304,7.2,73687,gender_m
2763304,7.3,12499,gender_f
2763304,6.8,40,age_0_17
2763304,7.4,21968,age_18_29
2763304,7.1,46103,age_30_44
2763304,7.0,12945,age_45_99
91080,6.0,40196,total
91080,6.0,26942,gender_m
91080,5.9,3017,gender_f
91080,6.9,51,age_0_17
91080,6.1,4548,age_18_29
91080,6.0,18023,age_30_44
91080,5.7,6327,age_45_99
81529,5.3,15069,total
81529,5.2,10808,gender_m
81529,5.4,912,gender_f
81529,5.5,4,age_0_17
81529,5.5,581,age_18_29
81529,5.3,4947,age_30_44
81529,5.1,5819,age_45_99
1692486,7.2,121924,total
1692486,7.2,80059,gender_m
1692486,7.1,22426,gender_f
1692486,7.2,28,age_0_17
1692486,7.3,17739,age_18_29
1692486,7.1,65826,age_30_44
1692486,7.0,16311,age_45_99
86154,6.5,24955,total
86154,6.5,17006,gender_m
86154,6.4,2358,gender_f
86154,7.3,14,age_0_17
86154,6.8,2452,age_18_29
86154,6.5,10448,age_30_44
86154,6.3,6007,age_45_99
3531824,6.5,119867,total
3531824,6.4,59579,gender_m
3531824,6.9,23562,gender_f
3531824,6.3,113,age_0_17
3531824,6.7,30231,age_18_29
3531824,6.4,38337,age_30_44
3531824,6.2,8107,age_45_99
458481,6.5,155011,total
458481,6.5,110851,gender_m
458481,6.5,13568,gender_f
458481,6.1,21,age_0_17
458481,6.7,24877,age_18_29
458481,6.5,77155,age_30_44
458481,6.5,15985,age_45_99
415978,7.3,35598,total
415978,7.3,21625,gender_m
415978,7.2,7769,gender_f
415978,6.0,4,age_0_17
415978,7.3,2537,age_18_29
415978,7.3,20001,age_30_44
415978,7.1,6617,age_45_99
418819,6.2,93413,total
418819,6.2,68643,gender_m
418819,6.1,7157,gender_f
418819,5.5,9,age_0_17
418819,6.1,8041,age_18_29
418819,6.2,52085,age_30_44
418819,6.3,14276,age_45_99
471042,6.2,137120,total
471042,6.2,98938,gender_m
471042,6.4,16182,gender_f
471042,6.6,29,age_0_17
471042,6.3,24802,age_18_29
471042,6.1,67796,age_30_44
471042,6.2,18431,age_45_99
357110,6.6,11200,total
357110,6.6,6211,gender_m
357110,6.8,2977,gender_f
357110,6.6,5,age_0_17
357110,6.6,891,age_18_29
357110,6.6,5860,age_30_44
357110,6.6,2358,age_45_99
1267297,6.0,148837,total
1267297,6.0,105060,gender_m
1267297,6.1,13298,gender_f
1267297,6.1,43,age_0_17
1267297,6.1,29352,age_18_29
1267297,5.9,65660,age_30_44
1267297,6.1,15008,age_45_99
1723811,7.2,187425,total
1723811,7.2,117463,gender_m
1723811,7.1,37844,gender_f
1723811,7.8,52,age_0_17
1723811,7.5,35575,age_18_29
1723811,7.2,95560,age_30_44
1723811,6.9,19640,age_45_99
1462758,7.0,152875,total
1462758,7.0,109174,gender_m
1462758,6.9,18703,gender_f
1462758,7.1,46,age_0_17
1462758,7.1,27101,age_18_29
1462758,7.0,82370,age_30_44
1462758,6.7,14853,age_45_99
87884,8.1,96346,total
87884,8.0,58937,gender_m
87884,8.1,11226,gender_f
87884,8.6,62,age_0_17
87884,8.4,14607,age_18_29
87884,8.0,36124,age_30_44
87884,7.8,17017,age_45_99
95107,5.6,10218,total
95107,5.6,6919,gender_m
95107,5.9,1161,gender_f
95107,5.5,2,age_0_17
95107,5.5,473,age_18_29
95107,5.7,5734,age_30_44
95107,5.3,1654,age_45_99
4481414,7.6,105194,total
4481414,7.5,51746,gender_m
4481414,7.7,21952,gender_f
4481414,7.9,85,age_0_17
4481414,7.7,21021,age_18_29
4481414,7.5,36202,age_30_44
4481414,7.5,10311,age_45_99
89907,7.3,56224,total
89907,7.3,39251,gender_m
89907,7.1,5069,gender_f
89907,8.0,9,age_0_17
89907,7.4,4739,age_18_29
89907,7.3,26535,age_30_44
89907,7.3,11805,age_45_99
